epoch,acc,loss,val_acc,val_loss
0,0.32296493649482727,1.795255184173584,0.3630537688732147,1.9013795852661133
1,0.4267999529838562,1.5310577154159546,0.45026469230651855,1.4625881910324097
2,0.4765752851963043,1.4055778980255127,0.46071329712867737,1.4960745573043823
3,0.49555888772010803,1.3442692756652832,0.5025076866149902,1.3673557043075562
4,0.5175032019615173,1.28573739528656,0.48843687772750854,1.4662448167800903
5,0.5338743925094604,1.2480717897415161,0.5296739935874939,1.2884347438812256
6,0.544289231300354,1.2210732698440552,0.5512677431106567,1.1994374990463257
7,0.5518826842308044,1.2002902030944824,0.5422123074531555,1.2353259325027466
8,0.5556445717811584,1.1810765266418457,0.5217330455780029,1.2657030820846558
9,0.5692291855812073,1.156002402305603,0.5440233945846558,1.2117830514907837
10,0.5724685788154602,1.1406161785125732,0.5682641267776489,1.16645085811615
11,0.5774495601654053,1.129625916481018,0.5569796562194824,1.175167441368103
12,0.5783551931381226,1.122038722038269,0.5759264230728149,1.1624207496643066
13,0.585530698299408,1.1104930639266968,0.5731401443481445,1.14732027053833
14,0.5881779193878174,1.1025521755218506,0.5787127614021301,1.1296640634536743
15,0.5916959643363953,1.0905719995498657,0.5593479871749878,1.206932783126831
16,0.5943780541419983,1.076033115386963,0.6004458069801331,1.0915248394012451
17,0.5954578518867493,1.075466275215149,0.562134325504303,1.1812970638275146
18,0.5979309678077698,1.0721724033355713,0.5913903713226318,1.1261591911315918
19,0.6043052673339844,1.058748483657837,0.5879074931144714,1.1191534996032715
20,0.6063603758811951,1.0535832643508911,0.5880467891693115,1.1434223651885986
21,0.6077536940574646,1.0454907417297363,0.5932014584541321,1.1474050283432007
22,0.6118638515472412,1.0423015356063843,0.6111730337142944,1.0481153726577759
23,0.6123166680335999,1.0345549583435059,0.5798272490501404,1.170599102973938
24,0.6160089373588562,1.0267267227172852,0.6043466329574585,1.0697656869888306
25,0.616844892501831,1.0236231088638306,0.5777375102043152,1.1491562128067017
26,0.6221393942832947,1.0162984132766724,0.6088047027587891,1.0572541952133179
27,0.619805634021759,1.014041543006897,0.5831707715988159,1.1521291732788086
28,0.6231147050857544,1.00847327709198,0.5810810923576355,1.1538435220718384
29,0.6241945028305054,1.004210114479065,0.6101978421211243,1.0577558279037476
30,0.6233933568000793,1.006531834602356,0.6054611206054688,1.0703026056289673
31,0.6245428323745728,0.9995615482330322,0.6086653470993042,1.0605653524398804
32,0.6292800307273865,0.992384672164917,0.6014209985733032,1.084084153175354
33,0.6321014165878296,0.9878085851669312,0.5990526676177979,1.0793328285217285
34,0.6326239109039307,0.9861066937446594,0.5877681970596313,1.1505948305130005
35,0.6509457230567932,0.9390084743499756,0.637782096862793,0.9950493574142456
36,0.6572503447532654,0.9219921231269836,0.6407077312469482,0.9946234226226807
37,0.6580166220664978,0.9185895323753357,0.6375035047531128,0.9977320432662964
38,0.6605594158172607,0.9155900478363037,0.6380607485771179,0.997913122177124
39,0.6609774231910706,0.9073179364204407,0.6373641490936279,0.9953473806381226
40,0.6614998579025269,0.9069958329200745,0.6409863233566284,0.9905247092247009
41,0.6648089289665222,0.9004424214363098,0.6421008706092834,0.9908577799797058
42,0.6656100749969482,0.9018309712409973,0.6368069052696228,0.9982236623764038
43,0.6645302772521973,0.8966575860977173,0.6433547139167786,0.9910479784011841
44,0.668466329574585,0.8923904299736023,0.6433547139167786,0.9917006492614746
45,0.6659584045410156,0.8910261392593384,0.6402897834777832,0.9945127964019775
46,0.6688494682312012,0.8912811875343323,0.6439119577407837,0.9949096441268921
47,0.6672820448875427,0.8902841210365295,0.6397325396537781,0.9942126870155334
48,0.6698596477508545,0.8869038224220276,0.6426581144332886,0.998299777507782
49,0.6686753034591675,0.8857765793800354,0.638478696346283,1.0020060539245605
50,0.6729596853256226,0.8821018934249878,0.639314591884613,0.9963313341140747
51,0.6702427864074707,0.8847601413726807,0.6422401666641235,0.9984962344169617
52,0.6724371910095215,0.8816510438919067,0.6439119577407837,0.9891071319580078
53,0.6730990409851074,0.8834400177001953,0.6409863233566284,0.9983999133110046
54,0.6699641346931458,0.8828667402267456,0.6337419748306274,1.0000183582305908
55,0.6745619773864746,0.8798088431358337,0.6447478532791138,0.9957655072212219
56,0.6726462244987488,0.8783047199249268,0.6408470273017883,0.9910475611686707
57,0.6737957000732422,0.8750934600830078,0.6390359401702881,1.0019327402114868
58,0.6714619398117065,0.8803368210792542,0.6436333060264587,0.9918758869171143
59,0.674910306930542,0.874534010887146,0.6365282535552979,0.9988227486610413
60,0.6765822768211365,0.8743175864219666,0.6444692015647888,0.998302161693573
61,0.6724720597267151,0.8742790818214417,0.6375035047531128,1.0001434087753296
62,0.671949565410614,0.8792006969451904,0.6397325396537781,0.9935280084609985
63,0.6708000898361206,0.8723145723342896,0.6434940099716187,0.9890706539154053
64,0.6752586364746094,0.8730199337005615,0.6387572884559631,0.9951115846633911
65,0.6733428835868835,0.866647481918335,0.638896644115448,0.9910412430763245
66,0.6775227189064026,0.8635290861129761,0.6402897834777832,0.9908390641212463
67,0.6757811307907104,0.8662838339805603,0.6416829228401184,0.9916418194770813
68,0.6781497001647949,0.8635532259941101,0.6390359401702881,0.9910034537315369
69,0.6789856553077698,0.8608831763267517,0.6391752362251282,0.9898868799209595
70,0.6777316927909851,0.8646891117095947,0.6415436267852783,0.9891215562820435
