epoch,acc,loss,val_acc,val_loss
71,0.6809014678001404,0.8606312870979309,0.6408470273017883,0.9890060424804688
72,0.6816677451133728,0.8579342365264893,0.6412649750709534,0.988578200340271
73,0.680553138256073,0.8585964441299438,0.6412649750709534,0.990395188331604
74,0.6797171831130981,0.8608324527740479,0.6409863233566284,0.9898900389671326
75,0.6773485541343689,0.8624409437179565,0.6395931839942932,0.9896059632301331
76,0.6803092956542969,0.8604898452758789,0.6412649750709534,0.9887600541114807
77,0.6815632581710815,0.8552128076553345,0.6407077312469482,0.990729808807373
78,0.6815632581710815,0.861346423625946,0.6419615745544434,0.9894492626190186
79,0.6826430559158325,0.8640850186347961,0.6418222188949585,0.9888166785240173
80,0.6811453104019165,0.8600024580955505,0.6433547139167786,0.9873387813568115
81,0.6772788763046265,0.8642155528068542,0.6423795223236084,0.989942193031311
82,0.6772440671920776,0.8629001379013062,0.6433547139167786,0.9883201718330383
83,0.6833397150039673,0.8587026000022888,0.6416829228401184,0.9879885315895081
84,0.6804834604263306,0.8570166826248169,0.6422401666641235,0.9895163178443909
85,0.6825734376907349,0.8599086999893188,0.6412649750709534,0.990899384021759
86,0.6764429211616516,0.8600053787231445,0.6430760622024536,0.9890100955963135
87,0.6815284490585327,0.8611209392547607,0.6416829228401184,0.9877485036849976
88,0.6826082468032837,0.8585599064826965,0.6419615745544434,0.9899402856826782
89,0.6818419098854065,0.856636643409729,0.6418222188949585,0.9892042875289917
90,0.6857779622077942,0.8552421927452087,0.6411256790161133,0.9889264702796936
91,0.6809711456298828,0.8543919920921326,0.6411256790161133,0.9895102977752686
92,0.6834790706634521,0.8579115867614746,0.6397325396537781,0.9911656975746155
93,0.6825734376907349,0.8582667708396912,0.6405683755874634,0.9890018105506897
94,0.6797868013381958,0.8613854050636292,0.6397325396537781,0.9903185963630676
95,0.6818419098854065,0.8596765398979187,0.6398718357086182,0.9902523756027222
96,0.6820160746574402,0.8550053834915161,0.6401504874229431,0.9894551038742065
97,0.6773137450218201,0.8603834509849548,0.6401504874229431,0.9904334545135498
98,0.6817722916603088,0.8548970818519592,0.6398718357086182,0.9905197620391846
99,0.6802048087120056,0.8564050793647766,0.6412649750709534,0.9896579384803772
100,0.6829217076301575,0.8555184006690979,0.6398718357086182,0.9896576404571533
101,0.6823644042015076,0.8555023074150085,0.6401504874229431,0.9899107217788696
102,0.680274486541748,0.8562651872634888,0.6397325396537781,0.9891374707221985
103,0.6799609661102295,0.8584918975830078,0.6405683755874634,0.9904844164848328
104,0.6818071007728577,0.8529785871505737,0.6405683755874634,0.9894708395004272
105,0.6826430559158325,0.8558855652809143,0.6404290795326233,0.989902675151825
106,0.6812149286270142,0.8607048392295837,0.6405683755874634,0.9901345372200012
107,0.6803789734840393,0.8585634231567383,0.6407077312469482,0.9904695749282837
108,0.6822251081466675,0.8568985462188721,0.6400111317634583,0.9900075197219849
109,0.6820857524871826,0.8581627011299133,0.6402897834777832,0.9890358448028564
